Vendor account,Invoice no.,due date,Posting profile,transaction txt,Currency,EX rate,Amount,Amount,Department,Cost center,Purpose
102190,5100072668,20190928,Gen,2019/06/19 E090 ,JPY,100,-17258,-17258,,,
102190,5100072910,20190928,Gen,2019/06/28 E090 ,JPY,100,-42120,-42120,,,
102190,5100072911,20190928,Gen,2019/06/28 E090 ,JPY,100,-54000,-54000,,,
102190,5100072912,20190928,Gen,2019/06/28 E090 ,JPY,100,-63720,-63720,,,
102190,5100073356,20191029,Gen,2019/07/19 E090 ,JPY,100,-17258,-17258,,,
102190,5100073473,20191029,Gen,2019/07/25 E090 ,JPY,100,-192456,-192456,,,
102190,5100074002,20191129,Gen,2019/08/20 E090 ,JPY,100,-17258,-17258,,,
102193,5100072366,20191028,Gen,2019/05/30 E150 ,JPY,100,-2079000,-2079000,,,
102193,5100073312,20191228,Gen,2019/07/18 E150 ,JPY,100,-2613600,-2613600,,,
102206,5100072569,20190928,Gen,2019/06/12 E090 ,JPY,100,-76680,-76680,,,
102206,5100072570,20190928,Gen,2019/06/12 E090 ,JPY,100,-105840,-105840,,,
102206,5100073154,20191029,Gen,2019/07/10 E090 ,JPY,100,-196560,-196560,,,
102206,5100073357,20191029,Gen,2019/07/19 E090 ,JPY,100,-435229,-435229,,,
102209,5100073398,20191029,Gen,2019/07/22 E090 ,JPY,100,-750600,-750600,,,
102209,5100073592,20191029,Gen,2019/07/31 E090 ,JPY,100,-27000,-27000,,,
102209,5100073771,20191129,Gen,2019/08/08 E090 ,JPY,100,-1090800,-1090800,,,
102215,5100073684,20191129,Gen,2019/08/05 E090 ,JPY,100,-301320,-301320,,,
102217,5100074081,20190930,Gen,2019/08/22 E030 ,JPY,100,-54000,-54000,,,
102217,5100074225,20190930,Gen,2019/08/23 E030 ,JPY,100,-20196,-20196,,,
102220,5100074003,20190930,Gen,2019/08/20 E030 ,JPY,100,-837000,-837000,,,
102220,5100074004,20190930,Gen,2019/08/20 E030 ,JPY,100,-1944000,-1944000,,,
102220,5100074082,20190930,Gen,2019/08/22 E030 ,JPY,100,-205146,-205146,,,
102220,5100074083,20190930,Gen,2019/08/22 E030 ,JPY,100,-61535,-61535,,,
102231,5100072764,20190928,Gen,2019/06/25 E090 ,JPY,100,-622080,-622080,,,
102231,5100072765,20190928,Gen,2019/06/25 E090 ,JPY,100,-1080000,-1080000,,,
102231,5100072766,20190928,Gen,2019/06/25 E090 ,JPY,100,-1010880,-1010880,,,
102231,5100072767,20190928,Gen,2019/06/25 E090 ,JPY,100,-1296000,-1296000,,,
102240,5100072814,20190928,Gen,2019/06/26 E090 ,JPY,100,-1134000,-1134000,,,
102240,5100072815,20190928,Gen,2019/06/26 E090 ,JPY,100,-756000,-756000,,,
102240,5100072816,20190928,Gen,2019/06/26 E090 ,JPY,100,-864000,-864000,,,
102240,5100072817,20190928,Gen,2019/06/26 E090 ,JPY,100,-1026000,-1026000,,,
102240,5100072818,20190928,Gen,2019/06/26 E090 ,JPY,100,-972000,-972000,,,
102240,5100072819,20190928,Gen,2019/06/26 E090 ,JPY,100,-972000,-972000,,,
102240,5100072820,20190928,Gen,2019/06/26 E090 ,JPY,100,-972000,-972000,,,
102240,5100072821,20190928,Gen,2019/06/26 E090 ,JPY,100,-1296000,-1296000,,,
102240,5100072822,20190928,Gen,2019/06/26 E090 ,JPY,100,-1188000,-1188000,,,
102240,5100072823,20190928,Gen,2019/06/26 E090 ,JPY,100,-1134000,-1134000,,,
102240,5100072824,20190928,Gen,2019/06/26 E090 ,JPY,100,-1134000,-1134000,,,
102240,5100072825,20190928,Gen,2019/06/26 E090 ,JPY,100,-1134000,-1134000,,,
102240,5100072826,20190928,Gen,2019/06/26 E090 ,JPY,100,-1188000,-1188000,,,
102240,5100072827,20190928,Gen,2019/06/26 E090 ,JPY,100,-1296000,-1296000,,,
102240,5100072828,20190928,Gen,2019/06/26 E090 ,JPY,100,-1112400,-1112400,,,
102240,5100072829,20190928,Gen,2019/06/26 E090 ,JPY,100,-1188000,-1188000,,,
102240,5100072913,20190928,Gen,2019/06/28 E090 ,JPY,100,-359115,-359115,,,
102240,5100072914,20190928,Gen,2019/06/28 E090 ,JPY,100,-723053,-723053,,,
102240,5100072915,20190928,Gen,2019/06/28 E090 ,JPY,100,-1404000,-1404000,,,
102240,5100072916,20190928,Gen,2019/06/28 E090 ,JPY,100,-270000,-270000,,,
102240,5100072917,20190928,Gen,2019/06/28 E090 ,JPY,100,-1620000,-1620000,,,
102240,5100072918,20190928,Gen,2019/06/28 E090 ,JPY,100,-1620000,-1620000,,,
102240,5100072919,20190928,Gen,2019/06/28 E090 ,JPY,100,-1512000,-1512000,,,
102240,5100072920,20190928,Gen,2019/06/28 E090 ,JPY,100,-1512000,-1512000,,,
102240,5100072921,20190928,Gen,2019/06/28 E090 ,JPY,100,-756000,-756000,,,
102240,5100072922,20190928,Gen,2019/06/28 E090 ,JPY,100,-2160000,-2160000,,,
102240,5100072923,20190928,Gen,2019/06/28 E090 ,JPY,100,-2160000,-2160000,,,
102240,5100072924,20190928,Gen,2019/06/28 E090 ,JPY,100,-2160000,-2160000,,,
102240,5100072925,20190928,Gen,2019/06/28 E090 ,JPY,100,-2160000,-2160000,,,
102240,5100072926,20190928,Gen,2019/06/28 E090 ,JPY,100,-2160000,-2160000,,,
102240,5100072927,20190928,Gen,2019/06/28 E090 ,JPY,100,-2160000,-2160000,,,
102240,5100072928,20190928,Gen,2019/06/28 E090 ,JPY,100,-2268000,-2268000,,,
102240,5100072929,20190928,Gen,2019/06/28 E090 ,JPY,100,-2268000,-2268000,,,
102240,5100072930,20190928,Gen,2019/06/28 E090 ,JPY,100,-2160000,-2160000,,,
102240,5100072931,20190928,Gen,2019/06/28 E090 ,JPY,100,-1620000,-1620000,,,
102240,5100072932,20190928,Gen,2019/06/28 E090 ,JPY,100,-1620000,-1620000,,,
102240,5100072933,20190928,Gen,2019/06/28 E090 ,JPY,100,-2052000,-2052000,,,
102240,5100072934,20190928,Gen,2019/06/28 E090 ,JPY,100,-2268000,-2268000,,,
102240,5100072935,20190928,Gen,2019/06/28 E090 ,JPY,100,-2268000,-2268000,,,
102240,5100072936,20190928,Gen,2019/06/28 E090 ,JPY,100,-444180,-444180,,,
102240,5100073494,20191029,Gen,2019/07/26 E090 ,JPY,100,-679205,-679205,,,
102240,5100073540,20191029,Gen,2019/07/31 E090 ,JPY,100,-864000,-864000,,,
102240,5100073541,20191029,Gen,2019/07/31 E090 ,JPY,100,-1188000,-1188000,,,
102240,5100073542,20191029,Gen,2019/07/31 E090 ,JPY,100,-1296000,-1296000,,,
102240,5100073543,20191029,Gen,2019/07/31 E090 ,JPY,100,-1188000,-1188000,,,
102240,5100073544,20191029,Gen,2019/07/31 E090 ,JPY,100,-1134000,-1134000,,,
102240,5100073545,20191029,Gen,2019/07/31 E090 ,JPY,100,-1296000,-1296000,,,
102240,5100073546,20191029,Gen,2019/07/31 E090 ,JPY,100,-1134000,-1134000,,,
102240,5100073547,20191029,Gen,2019/07/31 E090 ,JPY,100,-1134000,-1134000,,,
102240,5100074185,20191129,Gen,2019/08/23 E090 ,JPY,100,-653335,-653335,,,
102242,5100073442,20191029,Gen,2019/07/24 E090 ,JPY,100,-316440,-316440,,,
102251,5100074186,20190930,Gen,2019/08/23 E030 ,JPY,100,-241984,-241984,,,
102255-USD,5100073051,20190929,Gen,2019/07/08 E060 ,USD,10633,-45.36,-4823,,,
102255-USD,5100073052,20190929,Gen,2019/07/08 E060 ,USD,10633,-22.68,-2412,,,
102255-USD,5100073053,20190929,Gen,2019/07/08 E060 ,USD,10633,-58.32,-6201,,,
102255-USD,5100073054,20190929,Gen,2019/07/08 E060 ,USD,10633,-11.88,-1263,,,
102255-USD,5100073173,20190929,Gen,2019/07/12 E060 ,USD,10633,-4665.6,-496093,,,
102255-USD,5100073548,20190929,Gen,2019/07/31 E060 ,USD,10633,-2980.8,-316948,,,
102255-USD,5100074084,20191030,Gen,2019/08/22 E060 ,USD,10633,-648,-68902,,,
102255-USD,5100074085,20191030,Gen,2019/08/22 E060 ,USD,10633,-21.6,-2297,,,
102255-USD,5100074086,20191030,Gen,2019/08/22 E060 ,USD,10633,-162,-17225,,,
102257,5100073685,20190930,Gen,2019/08/05 E030 ,JPY,100,-108164,-108164,,,
102257,5100074005,20190930,Gen,2019/08/20 E030 ,JPY,100,-46224,-46224,,,
102257,5100074033,20190930,Gen,2019/08/21 E030 ,JPY,100,-125550,-125550,,,
102271,5100071741,20190927,Gen,2019/04/25 E150 ,JPY,100,-55522,-55522,,,
102271,5100071742,20190927,Gen,2019/04/25 E150 ,JPY,100,-48357,-48357,,,
102271,5100072032,20191028,Gen,2019/05/09 E150 ,JPY,100,-16524,-16524,,,
102271,5100072033,20191028,Gen,2019/05/09 E150 ,JPY,100,-43502,-43502,,,
102271,5100072095,20191028,Gen,2019/05/16 E150 ,JPY,100,-30051,-30051,,,
102271,5100072096,20191028,Gen,2019/05/16 E150 ,JPY,100,-18954,-18954,,,
102271,5100072244,20191028,Gen,2019/05/23 E150 ,JPY,100,-19175,-19175,,,
102271,5100072245,20191028,Gen,2019/05/23 E150 ,JPY,100,-29160,-29160,,,
102271,5100072370,20191028,Gen,2019/05/31 E150 ,JPY,100,-24327,-24327,,,
102271,5100072371,20191028,Gen,2019/05/31 E150 ,JPY,100,-15066,-15066,,,
102271,5100072451,20191127,Gen,2019/06/05 E150 ,JPY,100,-15454,-15454,,,
102271,5100072452,20191127,Gen,2019/06/05 E150 ,JPY,100,-25515,-25515,,,
102271,5100072459,20191127,Gen,2019/06/10 E150 ,JPY,100,-12306,-12306,,,
102271,5100072583,20191127,Gen,2019/06/13 E150 ,JPY,100,-21751,-21751,,,
102271,5100072584,20191127,Gen,2019/06/13 E150 ,JPY,100,-14094,-14094,,,
102271,5100072585,20191127,Gen,2019/06/13 E150 ,JPY,100,-13365,-13365,,,
102271,5100072708,20191127,Gen,2019/06/20 E150 ,JPY,100,-26044,-26044,,,
102271,5100072709,20191127,Gen,2019/06/20 E150 ,JPY,100,-26730,-26730,,,
102271,5100072938,20191127,Gen,2019/06/28 E150 ,JPY,100,-17458,-17458,,,
102271,5100072939,20191127,Gen,2019/06/28 E150 ,JPY,100,-12306,-12306,,,
102271,5100072940,20191127,Gen,2019/06/28 E150 ,JPY,100,-25515,-25515,,,
102271,5100073010,20191228,Gen,2019/07/05 E150 ,JPY,100,-33048,-33048,,,
102271,5100073011,20191228,Gen,2019/07/05 E150 ,JPY,100,-28906,-28906,,,
102271,5100073174,20191228,Gen,2019/07/12 E150 ,JPY,100,-29478,-29478,,,
102271,5100073175,20191228,Gen,2019/07/12 E150 ,JPY,100,-29160,-29160,,,
102271,5100073313,20191228,Gen,2019/07/18 E150 ,JPY,100,-25515,-25515,,,
102271,5100073358,20191228,Gen,2019/07/19 E150 ,JPY,100,-30051,-30051,,,
102271,5100073476,20191228,Gen,2019/07/25 E150 ,JPY,100,-28906,-28906,,,
102271,5100073477,20191228,Gen,2019/07/25 E150 ,JPY,100,-24543,-24543,,,
102271,5100073491,20191228,Gen,2019/07/25 E150 ,JPY,100,-4374,-4374,,,
102271,5100073609,20200128,Gen,2019/08/02 E150 ,JPY,100,-27216,-27216,,,
102271,5100073610,20200128,Gen,2019/08/02 E150 ,JPY,100,-37778,-37778,,,
102271,5100073772,20200128,Gen,2019/08/08 E150 ,JPY,100,-20412,-20412,,,
102271,5100073773,20200128,Gen,2019/08/08 E150 ,JPY,100,-33534,-33534,,,
102271,5100073786,20200128,Gen,2019/08/08 E150 ,JPY,100,-50943,-50943,,,
102271,5100074087,20200128,Gen,2019/08/22 E150 ,JPY,100,-32054,-32054,,,
102271,5100074088,20200128,Gen,2019/08/22 E150 ,JPY,100,-27216,-27216,,,
102306,5100073686,20190919,Gen,2019/08/05 N045 ,JPY,100,-92165,-92165,,,
102306,5100074034,20190930,Gen,2019/08/21 N045 ,JPY,100,-373000,-373000,,,
102306,5100074187,20190930,Gen,2019/08/23 N045 ,JPY,100,-25510,-25510,,,
102306,5100074188,20190930,Gen,2019/08/23 N045 ,JPY,100,-7260,-7260,,,
102309,1700000528,20190905,Gen,2019/07/26  4500033917 Variance,USD,10633,305.31,32464,,,
102309,1700000538,20190905,Gen,2019/07/31  4500033917 Variance,USD,10633,203.54,21642,,,
102309,1900005255,20190905,Gen,2019/07/24 E045 7084238 MQR Cost for Jul 2019,USD,10633,-645.29,-68614,,,
102309,1900005270,20190905,Gen,2019/08/05 E045 52100041 Debit note charge FQ4'19 Revalue,USD,10633,-18496.75,-1966759,,,
102309,1900005331,20191005,Gen,2019/08/23 E045 7084967 MQR Cost for Aug 2019,USD,10633,-2212.98,-235306,,,
102309,5100072156,20190904,Gen,2019/05/17 E030 ,USD,10633,-19.5,-2073,,,
102309,5100072993,20190830,Gen,2019/07/03 E030 ,USD,10633,-53277.2,-5664965,,,
102309,5100072994,20190830,Gen,2019/07/03 E030 ,USD,10633,-579.1,-61576,,,
102309,5100072995,20190830,Gen,2019/07/03 E030 ,USD,10633,-477.33,-50754,,,
102309,5100072996,20190830,Gen,2019/07/03 E030 ,USD,10633,-477.33,-50754,,,
102309,5100072997,20190830,Gen,2019/07/03 E030 ,USD,10633,-579.1,-61576,,,
102309,5100072998,20190830,Gen,2019/07/03 E030 ,USD,10633,-17119.2,-1820285,,,
102309,5100072999,20190830,Gen,2019/07/03 E030 ,USD,10633,-86865,-9236355,,,
102309,5100073000,20190830,Gen,2019/07/03 E030 ,USD,10633,-579.1,-61576,,,
102309,5100073001,20190830,Gen,2019/07/03 E030 ,USD,10633,-9265.6,-985211,,,
102309,5100073002,20190830,Gen,2019/07/03 E030 ,USD,10633,-35904.2,-3817694,,,
102309,5100073003,20190830,Gen,2019/07/03 E030 ,USD,10633,-2318.44,-246520,,,
102309,5100073004,20190830,Gen,2019/07/03 E030 ,USD,10633,-22025.18,-2341937,,,
102309,5100073005,20190830,Gen,2019/07/03 E030 ,USD,10633,-1711.92,-182028,,,
102309,5100073012,20190830,Gen,2019/07/05 E030 ,USD,10633,-82.6,-8783,,,
102309,5100073013,20190830,Gen,2019/07/05 E030 ,USD,10633,-463.8,-49316,,,
102309,5100073014,20190830,Gen,2019/07/05 E030 ,USD,10633,-64.9,-6901,,,
102309,5100073015,20190830,Gen,2019/07/05 E030 ,USD,10633,-135.7,-14429,,,
102309,5100073016,20190830,Gen,2019/07/05 E030 ,USD,10633,-318.6,-33877,,,
102309,5100073017,20190830,Gen,2019/07/05 E030 ,USD,10633,-59,-6273,,,
102309,5100073018,20190830,Gen,2019/07/05 E030 ,USD,10633,-236,-25094,,,
102309,5100073019,20190830,Gen,2019/07/05 E030 ,USD,10633,-18531.2,-1970422,,,
102309,5100073020,20190830,Gen,2019/07/05 E030 ,USD,10633,-96709.7,-10283142,,,
102309,5100073021,20190830,Gen,2019/07/05 E030 ,USD,10633,-9265.6,-985211,,,
102309,5100073022,20190830,Gen,2019/07/05 E030 ,USD,10633,-579.1,-61576,,,
102309,5100073023,20190830,Gen,2019/07/05 E030 ,USD,10633,-1737.3,-184727,,,
102309,5100073024,20190830,Gen,2019/07/05 E030 ,USD,10633,-44014.74,-4680087,,,
102309,5100073031,20190830,Gen,2019/07/05 E030 ,USD,10633,-579.1,-61576,,,
102309,5100073032,20190830,Gen,2019/07/05 E030 ,USD,10633,-173730,-18472711,,,
102309,5100073033,20190830,Gen,2019/07/05 E030 ,USD,10633,-18255.24,-1941080,,,
102309,5100073034,20190830,Gen,2019/07/05 E030 ,USD,10633,-2028.36,-215676,,,
102309,5100073035,20190830,Gen,2019/07/05 E030 ,USD,10633,-14477.5,-1539393,,,
102309,5100073036,20190830,Gen,2019/07/05 E030 ,USD,10633,-579.61,-61630,,,
102309,5100073037,20190830,Gen,2019/07/05 E030 ,USD,10633,-579.61,-61630,,,
102309,5100073038,20190830,Gen,2019/07/05 E030 ,USD,10633,-4057.27,-431410,,,
102309,5100073039,20190830,Gen,2019/07/05 E030 ,USD,10633,-55593.6,-5911267,,,
102309,5100073040,20190830,Gen,2019/07/05 E030 ,USD,10633,-144775,-15393926,,,
102309,5100073041,20190830,Gen,2019/07/05 E030 ,USD,10633,-579.61,-61630,,,
102309,5100073042,20190830,Gen,2019/07/05 E030 ,USD,10633,-814.2,-86574,,,
102309,5100073043,20190830,Gen,2019/07/05 E030 ,USD,10633,-106.2,-11292,,,
102309,5100073044,20190830,Gen,2019/07/05 E030 ,USD,10633,-425.15,-45206,,,
102309,5100073055,20190830,Gen,2019/07/08 E030 ,USD,10633,-409.5,-43542,,,
102309,5100073056,20190830,Gen,2019/07/08 E030 ,USD,10633,-16793.9,-1785695,,,
102309,5100073057,20190830,Gen,2019/07/08 E030 ,USD,10633,-81653.1,-8682174,,,
102309,5100073058,20190830,Gen,2019/07/08 E030 ,USD,10633,-579.61,-61630,,,
102309,5100073059,20190830,Gen,2019/07/08 E030 ,USD,10633,-579.61,-61630,,,
102309,5100073060,20190830,Gen,2019/07/08 E030 ,USD,10633,-579.61,-61630,,,
102309,5100073061,20190830,Gen,2019/07/08 E030 ,USD,10633,-17960.78,-1909770,,,
102309,5100073062,20190830,Gen,2019/07/08 E030 ,USD,10633,-12166.98,-1293715,,,
102309,5100073063,20190830,Gen,2019/07/08 E030 ,USD,10633,-50985.44,-5421282,,,
102309,5100073064,20190830,Gen,2019/07/08 E030 ,USD,10633,-19119.54,-2032981,,,
102309,5100073065,20190830,Gen,2019/07/08 E030 ,USD,10633,-8559.6,-910142,,,
102309,5100073066,20190830,Gen,2019/07/08 E030 ,USD,10633,-354,-37641,,,
102309,5100073067,20190830,Gen,2019/07/08 E030 ,USD,10633,-19843.5,-2109959,,,
102309,5100073068,20190830,Gen,2019/07/08 E030 ,USD,10633,-483.8,-51442,,,
102309,5100073069,20190830,Gen,2019/07/08 E030 ,USD,10633,-507.4,-53952,,,
102309,5100073070,20190830,Gen,2019/07/08 E030 ,USD,10633,-93.6,-9952,,,
102309,5100073072,20190830,Gen,2019/07/09 E030 ,USD,10633,-1158.76,-123211,,,
102309,5100073073,20190830,Gen,2019/07/09 E030 ,USD,10633,-4055.66,-431238,,,
102309,5100073074,20190830,Gen,2019/07/09 E030 ,USD,10633,-8107.4,-862060,,,
102309,5100073075,20190830,Gen,2019/07/09 E030 ,USD,10633,-53.52,-5691,,,
102309,5100073076,20190830,Gen,2019/07/09 E030 ,USD,10633,-41.3,-4391,,,
102309,5100073077,20190830,Gen,2019/07/09 E030 ,USD,10633,-70.8,-7528,,,
102309,5100073078,20190830,Gen,2019/07/09 E030 ,USD,10633,-17.7,-1882,,,
102309,5100073079,20190830,Gen,2019/07/09 E030 ,USD,10633,-579.1,-61576,,,
102309,5100073080,20190830,Gen,2019/07/09 E030 ,USD,10633,-45169.8,-4802905,,,
102309,5100073081,20190830,Gen,2019/07/09 E030 ,USD,10633,-13905.12,-1478531,,,
102309,5100073082,20190830,Gen,2019/07/09 E030 ,USD,10633,-4632.8,-492606,,,
102309,5100073083,20190830,Gen,2019/07/09 E030 ,USD,10633,-117,-12441,,,
102309,5100073084,20190830,Gen,2019/07/09 E030 ,USD,10633,-58.5,-6220,,,
102309,5100073085,20190830,Gen,2019/07/09 E030 ,USD,10633,-122.85,-13063,,,
102309,5100073086,20190830,Gen,2019/07/09 E030 ,USD,10633,-11.7,-1244,,,
102309,5100073087,20190830,Gen,2019/07/09 E030 ,USD,10633,-11.8,-1255,,,
102309,5100073088,20190830,Gen,2019/07/09 E030 ,USD,10633,-6847.68,-728114,,,
102309,5100073089,20190830,Gen,2019/07/09 E030 ,USD,10633,-11983.44,-1274199,,,
102309,5100073090,20190830,Gen,2019/07/09 E030 ,USD,10633,-477.33,-50754,,,
102309,5100073091,20190830,Gen,2019/07/09 E030 ,USD,10633,-477.33,-50754,,,
102309,5100073092,20190830,Gen,2019/07/09 E030 ,USD,10633,-954.66,-101509,,,
102309,5100073093,20190830,Gen,2019/07/09 E030 ,USD,10633,-1909.32,-203018,,,
102309,5100073094,20190830,Gen,2019/07/09 E030 ,USD,10633,-477.33,-50754,,,
102309,5100073095,20190830,Gen,2019/07/09 E030 ,USD,10633,-954.66,-101509,,,
102309,5100073096,20190830,Gen,2019/07/09 E030 ,USD,10633,-3.48,-370,,,
102309,5100073097,20190830,Gen,2019/07/09 E030 ,USD,10633,-3.48,-370,,,
102309,5100073098,20190830,Gen,2019/07/09 E030 ,USD,10633,-17.06,-1814,,,
102309,5100073099,20190830,Gen,2019/07/09 E030 ,USD,10633,-579.61,-61630,,,
102309,5100073102,20190830,Gen,2019/07/09 E030 ,USD,10633,-579.1,-61576,,,
102309,5100073103,20190830,Gen,2019/07/09 E030 ,USD,10633,-8686.5,-923636,,,
102309,5100073104,20190830,Gen,2019/07/09 E030 ,USD,10633,-130876.6,-13916109,,,
102309,5100073105,20190830,Gen,2019/07/09 E030 ,USD,10633,-4632.8,-492606,,,
102309,5100073106,20190830,Gen,2019/07/09 E030 ,USD,10633,-955.22,-101569,,,
102309,5100073107,20190830,Gen,2019/07/09 E030 ,USD,10633,-3818.64,-406036,,,
102309,5100073108,20190830,Gen,2019/07/09 E030 ,USD,10633,-3341.31,-355281,,,
102309,5100073109,20190830,Gen,2019/07/09 E030 ,USD,10633,-1737.3,-184727,,,
102309,5100073110,20190830,Gen,2019/07/09 E030 ,USD,10633,-579.61,-61630,,,
102309,5100073111,20190830,Gen,2019/07/09 E030 ,USD,10633,-579.61,-61630,,,
102309,5100073112,20190830,Gen,2019/07/09 E030 ,USD,10633,-1159.22,-123260,,,
102309,5100073113,20190830,Gen,2019/07/09 E030 ,USD,10633,-8690.7,-924082,,,
102309,5100073114,20190830,Gen,2019/07/09 E030 ,USD,10633,-13325.74,-1416926,,,
102309,5100073115,20190830,Gen,2019/07/09 E030 ,USD,10633,-413,-43914,,,
102309,5100073116,20190830,Gen,2019/07/09 E030 ,USD,10633,-47.2,-5019,,,
102309,5100073117,20190830,Gen,2019/07/09 E030 ,USD,10633,-354,-37641,,,
102309,5100073118,20190830,Gen,2019/07/09 E030 ,USD,10633,-118,-12547,,,
102309,5100073119,20190830,Gen,2019/07/09 E030 ,USD,10633,-92.76,-9863,,,
102309,5100073120,20190830,Gen,2019/07/09 E030 ,USD,10633,-236,-25094,,,
102309,5100073121,20190830,Gen,2019/07/09 E030 ,USD,10633,-153.4,-16311,,,
102309,5100073122,20190830,Gen,2019/07/09 E030 ,USD,10633,-177,-18820,,,
102309,5100073125,20190830,Gen,2019/07/09 E030 ,USD,10633,-70.2,-7464,,,
102309,5100073126,20190830,Gen,2019/07/10 E030 ,USD,10633,-19.64,-2088,,,
102309,5100073127,20190830,Gen,2019/07/10 E030 ,USD,10633,-676.12,-71892,,,
102309,5100073128,20190830,Gen,2019/07/10 E030 ,USD,10633,-4732.84,-503243,,,
102309,5100073129,20190830,Gen,2019/07/10 E030 ,USD,10633,-676.06,-71885,,,
102309,5100073130,20190830,Gen,2019/07/10 E030 ,USD,10633,-43947.8,-4672970,,,
102309,5100073131,20190830,Gen,2019/07/10 E030 ,USD,10633,-51539.9,-5480238,,,
102309,5100073132,20190830,Gen,2019/07/10 E030 ,USD,10633,-9270.08,-985688,,,
102309,5100073133,20190830,Gen,2019/07/10 E030 ,USD,10633,-23175.2,-2464219,,,
102309,5100073134,20190830,Gen,2019/07/10 E030 ,USD,10633,-2896.9,-308027,,,
102309,5100073135,20190830,Gen,2019/07/10 E030 ,USD,10633,-15643.26,-1663348,,,
102309,5100073136,20190830,Gen,2019/07/10 E030 ,USD,10633,-6952.56,-739266,,,
102309,5100073137,20190830,Gen,2019/07/10 E030 ,USD,10633,-2316.4,-246303,,,
102309,5100073138,20190830,Gen,2019/07/10 E030 ,USD,10633,-84.37,-8971,,,
102309,5100073139,20190830,Gen,2019/07/10 E030 ,USD,10633,-579.1,-61576,,,
102309,5100073140,20190830,Gen,2019/07/10 E030 ,USD,10633,-4055.66,-431238,,,
102309,5100073141,20190830,Gen,2019/07/10 E030 ,USD,10633,-4053.7,-431030,,,
102309,5100073142,20190830,Gen,2019/07/10 E030 ,USD,10633,-7528.3,-800484,,,
102309,5100073143,20190830,Gen,2019/07/10 E030 ,USD,10633,-17373,-1847271,,,
102309,5100073144,20190830,Gen,2019/07/10 E030 ,USD,10633,-625.58,-66518,,,
102309,5100073145,20190830,Gen,2019/07/10 E030 ,USD,10633,-23146.46,-2461163,,,
102309,5100073146,20190830,Gen,2019/07/10 E030 ,USD,10633,-625.58,-66518,,,
102309,5100073147,20190830,Gen,2019/07/10 E030 ,USD,10633,-661.45,-70332,,,
102309,5100073148,20190830,Gen,2019/07/10 E030 ,USD,10633,-625.58,-66518,,,
102309,5100073149,20190830,Gen,2019/07/10 E030 ,USD,10633,-40013.4,-4254625,,,
102309,5100073150,20190830,Gen,2019/07/10 E030 ,USD,10633,-8002.68,-850925,,,
102309,5100073155,20190830,Gen,2019/07/10 E030 ,USD,10633,-27119.45,-2883611,,,
102309,5100073156,20190830,Gen,2019/07/10 E030 ,USD,10633,-182.9,-19448,,,
102309,5100073157,20190830,Gen,2019/07/10 E030 ,USD,10633,-182.9,-19448,,,
102309,5100073158,20190830,Gen,2019/07/10 E030 ,USD,10633,-354,-37641,,,
102309,5100073159,20190830,Gen,2019/07/10 E030 ,USD,10633,-11.7,-1244,,,
102309,5100073160,20190830,Gen,2019/07/10 E030 ,USD,10633,-7531.94,-800871,,,
102309,5100073161,20190830,Gen,2019/07/10 E030 ,USD,10633,-13898.4,-1477817,,,
102309,5100073162,20190830,Gen,2019/07/10 E030 ,USD,10633,-20847.6,-2216725,,,
102309,5100073163,20190830,Gen,2019/07/10 E030 ,USD,10633,-1352.24,-143784,,,
102309,5100073164,20190830,Gen,2019/07/10 E030 ,USD,10633,-6.5,-691,,,
102309,5100073178,20190830,Gen,2019/07/12 E030 ,USD,10633,-188.8,-20075,,,
102309,5100073179,20190830,Gen,2019/07/12 E030 ,USD,10633,-140.4,-14929,,,
102309,5100073180,20190830,Gen,2019/07/12 E030 ,USD,10633,-118,-12547,,,
102309,5100073181,20190830,Gen,2019/07/12 E030 ,USD,10633,-424.8,-45169,,,
102309,5100073182,20190830,Gen,2019/07/12 E030 ,USD,10633,-177,-18820,,,
102309,5100073183,20190830,Gen,2019/07/12 E030 ,USD,10633,-5214.42,-554449,,,
102309,5100073184,20190830,Gen,2019/07/12 E030 ,USD,10633,-2898.05,-308150,,,
102309,5100073185,20190830,Gen,2019/07/12 E030 ,USD,10633,-1159.22,-123260,,,
102309,5100073186,20190830,Gen,2019/07/12 E030 ,USD,10633,-5211.9,-554181,,,
102309,5100073187,20190830,Gen,2019/07/12 E030 ,USD,10633,-4053.7,-431030,,,
102309,5100073188,20190830,Gen,2019/07/12 E030 ,USD,10633,-12166.98,-1293715,,,
102309,5100073189,20190830,Gen,2019/07/12 E030 ,USD,10633,-2318.44,-246520,,,
102309,5100073190,20190830,Gen,2019/07/12 E030 ,USD,10633,-146.25,-15551,,,
102309,5100073191,20190830,Gen,2019/07/12 E030 ,USD,10633,-23.6,-2509,,,
102309,5100073192,20190830,Gen,2019/07/12 E030 ,USD,10633,-5.85,-622,,,
102309,5100073193,20190830,Gen,2019/07/12 E030 ,USD,10633,-118,-12547,,,
102309,5100073194,20190830,Gen,2019/07/12 E030 ,USD,10633,-531,-56461,,,
102309,5100073195,20190830,Gen,2019/07/12 E030 ,USD,10633,-269.1,-28613,,,
102309,5100073196,20190830,Gen,2019/07/12 E030 ,USD,10633,-23.4,-2488,,,
102309,5100073198,20190830,Gen,2019/07/16 E030 ,USD,10633,-8690.7,-924082,,,
102309,5100073199,20190830,Gen,2019/07/16 E030 ,USD,10633,-6949.2,-738908,,,
